[0.01380202],[0.00131083],[0.03901141],[0.05573519],[0.00371646],[0.0018859],[2.7515473e-05],[0.97863921],[0.00421687],[0.02189379]
[0.01109163],[0.0142013],[0.00862306],[0.98457936],[0.00229486],[0.02158162],[0.00027914],[0.00705143],[0.00214346],[0.00022546]
[0.00111192],[0.00848503],[0.00437279],[5.46680297e-05],[0.97862231],[0.00268169],[0.03634512],[0.03940666],[0.00606459],[0.05455618]
[0.02022416],[0.00149127],[0.00121745],[0.07090655],[0.01326147],[0.96811672],[0.00204404],[0.00144552],[0.01591226],[0.00183372]
[0.00546267],[0.00391952],[0.03605242],[0.00030928],[0.01722284],[0.00946589],[0.98478416],[0.00045605],[0.00446743],[0.01795098]
[0.01606713],[0.00118608],[0.03942523],[0.08682868],[0.00343723],[0.00155958],[3.55048434e-05],[0.97928723],[0.00151717],[0.04115064]
[0.00169593],[0.2819093],[0.17218103],[0.02494221],[0.00090766],[0.00274147],[0.04104973],[0.00251777],[0.78332471],[0.00837668]
[0.00119543],[0.00054743],[0.00022254],[0.02620445],[0.04718245],[0.02072449],[0.00550195],[0.01698062],[0.02375105],[0.9728007]
[0.97616463],[0.00016315],[0.0064703],[0.00732092],[0.00138295],[0.03229107],[0.00312869],[0.01481935],[0.00090733],[0.00053699]
[0.00018386],[0.88699917],[0.10222904],[0.01890932],[0.02132673],[0.006146],[0.00178356],[0.04435338],[0.03451197],[0.00136233]
[0.01202601],[0.00166903],[0.99030788],[0.00311777],[0.01499301],[0.00036015],[0.00881856],[0.00103906],[0.05743891],[0.0037279]
[0.01919357],[0.00627],[0.00174244],[0.87502137],[0.00014388],[0.14082823],[0.0019568],[0.0051883],[0.00095258],[0.00163257]
[0.01792419],[0.00043109],[0.00800248],[3.92591929e-05],[0.93641099],[0.00416731],[0.05256169],[0.06649589],[0.01278674],[0.03582622]
[0.10686906],[0.00914735],[0.03044302],[0.00013292],[0.01686127],[0.69079538],[0.01436514],[0.00508412],[0.02283269],[0.00034423]
[0.03010194],[0.00219495],[0.02611773],[7.2190238e-05],[0.01387766],[0.02776458],[0.98427878],[0.00048655],[0.00028469],[0.01340508]
[0.00386159],[0.00448249],[0.01842481],[0.01004677],[0.00083681],[0.00174426],[5.20818939e-05],[0.97232455],[0.0056217],[0.09256397]
[0.01216766],[0.00064346],[0.0212923],[0.00060999],[0.01351065],[0.0132388],[0.01434499],[0.000174],[0.96604486],[0.20246941]
[0.00097188],[0.00073367],[7.12403064e-05],[0.01178573],[0.0513444],[0.03226726],[0.00900065],[0.01403616],[0.02515344],[0.96068516]
[0.00210513],[0.00617819],[0.02524854],[0.00013759],[0.02055232],[0.00449792],[0.99148758],[0.00037759],[0.00965922],[0.05341947]
[0.00043251],[0.00186413],[0.00120262],[0.00256599],[0.93770896],[0.0327253],[0.00461794],[0.02289095],[0.02248839],[0.06869898]
[0.00659739],[0.00490078],[0.9803231],[0.0099089],[0.04777826],[0.00191752],[0.03352225],[0.00042867],[0.02343727],[0.00243996]
[0.0060861],[0.00195335],[0.03460766],[5.08068077e-05],[0.02131823],[0.00626756],[0.98525012],[0.00084283],[0.00366445],[0.02601713]
[0.00083067],[0.00204385],[0.00176473],[0.0001434],[0.98349416],[0.00838653],[0.04724779],[0.02723256],[0.00365594],[0.02751475]
[0.01290245],[0.00056244],[0.00015287],[0.00461755],[0.00746852],[0.01099821],[0.00101298],[0.90941494],[0.00341538],[0.17625331]
[0.17045896],[0.0009488],[0.00583636],[0.10856229],[0.00450075],[0.98011461],[0.00125677],[0.00141131],[0.0302361],[0.00034261]
[0.08417668],[0.0004661],[0.00250286],[0.0088371],[0.00627087],[0.93549503],[0.02373879],[0.00020705],[0.03874683],[0.0031338]
[0.00048364],[0.00842008],[0.00200788],[0.00011077],[0.97254798],[0.00218728],[0.04796677],[0.03509276],[0.00390149],[0.05530625]
[0.00829995],[0.00068749],[0.00393207],[0.01135879],[0.00113429],[0.00815351],[0.00016722],[0.91853836],[0.00936928],[0.28774444]
[0.00367285],[0.00551607],[0.99456744],[0.00687014],[0.03569844],[0.00086785],[0.01118861],[0.00077663],[0.04769086],[0.00161956]
[0.00233487],[0.00063078],[8.45698075e-05],[0.18359224],[0.02262644],[0.01936371],[0.00101112],[0.11513553],[0.02234891],[0.79021663]
[0.02203244],[0.01351752],[0.02790331],[0.96949055],[0.00402152],[0.03437572],[0.00042414],[0.00173268],[0.01093683],[0.00016274]
[0.0011012],[0.00047468],[9.26104884e-05],[0.0150382],[0.02243739],[0.00696778],[0.00538048],[0.04357205],[0.0198322],[0.9707395]
[0.01755277],[0.00832041],[0.00779544],[0.96552985],[0.00126883],[0.06290523],[0.0002767],[0.00757227],[0.00125188],[0.00015435]
[0.04818782],[0.00101977],[0.01051449],[0.00048023],[0.00416065],[0.04163671],[0.01442624],[0.0002142],[0.96485061],[0.10656358]
[0.02631127],[0.00258621],[0.98634639],[0.00206869],[0.02577796],[0.00029372],[0.03460361],[0.00111414],[0.01655637],[0.00154972]
[0.97430064],[3.15105416e-05],[0.00682732],[0.01386971],[0.00147193],[0.02551191],[0.00510777],[0.00385687],[0.00653238],[0.00193736]
[0.00050565],[0.00172794],[0.00062584],[0.0141107],[0.08649708],[0.00635584],[0.00136583],[0.0887208],[0.0640907],[0.87785566]
[0.04427932],[0.00213342],[0.00050095],[0.01269457],[0.08787795],[0.95893693],[0.01901526],[0.00154736],[0.00464952],[0.00345819]
[0.00464463],[0.00043906],[0.03960696],[3.40581657e-05],[0.1410752],[0.0038597],[0.94402478],[0.00580932],[0.00250959],[0.06415507]
[0.90405601],[9.1460738e-06],[0.016117],[0.00210281],[0.00353712],[0.01239841],[0.0144718],[0.01253513],[0.01063701],[0.00509945]
[0.00021927],[0.95595303],[0.03592102],[0.02723832],[0.00045402],[0.00514904],[0.0671672],[0.01499387],[0.02662159],[0.00749975]
[0.95796221],[8.19981418e-05],[0.00740944],[0.00590387],[0.00257149],[0.03164927],[0.00214266],[0.02137142],[0.00071448],[0.00150682]
[0.01208537],[0.00139883],[0.05012967],[4.05545786e-05],[0.01034694],[0.00842738],[0.98591288],[0.00052584],[0.00105573],[0.01616167]
[0.06922236],[0.00627196],[0.00481505],[0.00134253],[0.01572023],[0.97797581],[0.00350126],[0.00249003],[0.08524162],[3.90790042e-05]
[0.01405257],[0.006187],[0.0118462],[0.97185651],[0.00336774],[0.0290896],[0.00017354],[0.01049922],[0.00179664],[0.00012596]
[0.01800579],[0.00114774],[0.00055681],[0.00487767],[0.02548716],[0.97622321],[0.00638277],[0.00034557],[0.0261765],[0.00122119]
[0.02208505],[0.00696349],[0.00343076],[0.94681925],[0.00065118],[0.08852594],[0.00024105],[0.00468598],[0.00298213],[0.0003374]
[0.00463283],[0.04052568],[0.02908005],[0.00044103],[0.00581833],[0.0081521],[0.15283944],[0.00031554],[0.92247828],[0.05232229]
[0.98723638],[6.98407598e-05],[0.01109321],[0.00613837],[0.00084352],[0.03004915],[0.00434184],[0.0049527],[0.00261947],[0.00053405]
[0.95482423],[3.87721102e-05],[0.01917697],[0.00245282],[0.00148337],[0.04755804],[0.01017399],[0.00604831],[0.00124381],[0.00160024]
[0.0212752],[0.01284216],[0.00463174],[0.96813321],[0.00125276],[0.0632157],[0.00024447],[0.00587476],[0.00309245],[0.00025804]
[0.00130348],[0.00160565],[0.00195286],[8.97466109e-05],[0.98808027],[0.00688459],[0.03714883],[0.01150801],[0.00597537],[0.03792156]
[0.0002316],[0.96245859],[0.05939993],[0.03997197],[0.00137623],[0.00106111],[0.02173488],[0.02876758],[0.01117828],[0.00344647]
[0.03963679],[0.00368123],[0.00207945],[0.00016984],[0.06248155],[0.79780225],[0.11248073],[7.32759504e-05],[0.12651109],[0.00058082]
[0.04334217],[0.00686594],[0.01050366],[0.93992525],[0.00051659],[0.08122601],[0.00083815],[0.00452416],[0.00166164],[0.00021797]
[0.94250729],[0.00012838],[0.02268394],[0.00673663],[0.00054746],[0.0187674],[0.00403798],[0.01111258],[0.00064174],[0.00047661]
[0.00177473],[0.04844344],[0.0337837],[0.01804981],[0.00037654],[0.0129668],[0.0013175],[0.00935287],[0.93816633],[0.01071989]
[0.11949833],[0.0016517],[0.02341284],[0.8399779],[0.0005803],[0.0855681],[0.00239854],[0.00338652],[0.00101384],[0.00025315]
[0.97838776],[6.52018673e-05],[0.02654379],[0.0016424],[0.00047706],[0.01673524],[0.00890663],[0.01563077],[0.00139861],[0.0006412]
[0.02293237],[0.00144291],[0.09055937],[2.46351119e-05],[0.01264445],[0.00362928],[0.91405792],[0.000953],[0.00520922],[0.01230102]
[0.00800928],[0.00555744],[0.9897035],[0.00333878],[0.05316311],[0.00048759],[0.02460813],[0.00083611],[0.02782743],[0.00168645]
[0.0214052],[0.00124413],[0.01152495],[0.03474574],[0.00113981],[0.00262371],[5.99884892e-05],[0.98946979],[0.00305378],[0.0631682]
[0.01245257],[0.01433413],[0.04161436],[0.00118412],[0.00569408],[0.01659367],[0.01438996],[0.00048274],[0.97433104],[0.01519514]
[0.00019594],[0.95381976],[0.03463381],[0.05803738],[0.00178929],[0.00166703],[0.0232798],[0.01559173],[0.01827852],[0.00552803]
[0.01649246],[0.00143592],[0.0117134],[0.06595014],[0.00115699],[0.00375491],[4.14657829e-05],[0.98658126],[0.00373022],[0.06667866]
[0.00034552],[0.94996454],[0.03485701],[0.0329326],[0.00179499],[0.00222622],[0.03192538],[0.00858433],[0.03707457],[0.00330886]
[0.01531825],[0.01462469],[0.00342485],[0.97159245],[0.00445866],[0.0577805],[0.00020436],[0.00758862],[0.00237485],[0.00034939]
[0.00362785],[0.01071869],[0.03252702],[0.00862847],[0.00187024],[0.02468843],[0.00183871],[0.00140858],[0.98491108],[0.01369253]
[0.02856571],[0.00346031],[0.00062722],[0.04479434],[0.02583768],[0.98585474],[0.00292912],[0.00183994],[0.0173636],[0.0008353]
[0.00084887],[0.00105596],[0.00295689],[0.00034652],[0.99008169],[0.02992585],[0.01578391],[0.01216748],[0.01908827],[0.02941243]
[0.00546946],[0.00422438],[0.99388143],[0.00757197],[0.0217803],[0.00091312],[0.009516],[0.00091416],[0.03873467],[0.00133195]
[0.95730562],[2.06872106e-05],[0.0113326],[0.00317081],[0.00311923],[0.10880406],[0.00637871],[0.0018398],[0.01336969],[0.00159177]
[0.00031537],[0.00137488],[0.00195964],[0.00169456],[0.21721018],[0.00249433],[0.00311232],[0.01383779],[0.04250785],[0.86766885]
[0.01124212],[0.00127407],[0.00556092],[0.01702871],[0.00770308],[0.00419258],[3.73533132e-05],[0.99394268],[0.01287266],[0.00419509]
[0.00734944],[0.00222465],[0.08588688],[1.68445809e-05],[0.02280979],[0.00178125],[0.97582584],[0.00128247],[0.00397037],[0.03424478]
[0.00234416],[0.01049291],[0.17940133],[0.15431071],[0.00046937],[0.0005794],[4.06099209e-05],[0.79365792],[0.00166885],[0.08306343]
[0.01189755],[0.00022898],[0.00647135],[2.76013478e-05],[0.90907586],[0.01027278],[0.03715215],[0.04185306],[0.01337333],[0.07263865]
[0.00013187],[0.89413295],[0.09636928],[0.02348598],[0.01546596],[0.00269519],[0.00336015],[0.03161811],[0.03152069],[0.0024187]
[0.01245721],[0.00144697],[0.06831135],[2.70392657e-05],[0.01376773],[0.00560584],[0.98674741],[0.00078883],[0.00117619],[0.014352]
[0.16047172],[0.00318228],[0.78403842],[0.0807968],[0.00466332],[0.00041477],[0.00373127],[0.01624518],[0.00056384],[0.00043211]
[0.02241476],[0.00065479],[0.06803852],[6.30527049e-05],[0.01317289],[0.00236978],[0.93742682],[0.00071509],[0.00481409],[0.0265669]
[0.00419287],[0.00318862],[0.02752142],[0.01803241],[0.00204705],[0.00128861],[3.63590127e-05],[0.99091223],[0.00550354],[0.03630204]
[0.00020574],[0.90702458],[0.11879782],[0.01515095],[0.00500986],[0.00078987],[0.00774942],[0.09762541],[0.00876155],[0.00165314]
[0.00075995],[0.00068113],[0.000458],[0.00206498],[0.04645695],[0.00219796],[0.00730788],[0.02068893],[0.02606429],[0.97699248]
[0.00614608],[0.00408754],[0.02620679],[0.0065344],[0.00248676],[0.03904229],[0.0015527],[0.00113505],[0.98258687],[0.02261285]
[0.98285472],[5.96776188e-05],[0.00351879],[0.01794243],[0.00209298],[0.0533411],[0.00390982],[0.00501467],[0.00356194],[0.00190818]
[0.01039913],[0.00097107],[0.05949946],[6.40113664e-05],[0.05355922],[0.00458278],[0.97122967],[0.00188337],[0.00220284],[0.02023561]
[0.00273781],[0.0003939],[0.00189593],[0.00048487],[0.03086573],[0.0030268],[0.00619288],[0.04056051],[0.07574862],[0.93794454]
[0.00114068],[0.00129239],[0.00411702],[0.00028163],[0.97554886],[0.05209931],[0.0171842],[0.01295587],[0.04011615],[0.01403995]
[0.0011021],[0.00059435],[0.0002074],[0.0061238],[0.04225424],[0.00282158],[0.00414098],[0.03419168],[0.02142918],[0.96377182]
[0.00041046],[0.00197982],[0.00019267],[0.00545781],[0.04214626],[0.00704896],[0.00853839],[0.01077778],[0.03569203],[0.98481701]
[0.01108603],[0.00546818],[0.01520443],[0.00388872],[0.01268637],[0.00652933],[0.98169513],[0.00019026],[0.01236331],[0.03724864]
[0.03471728],[0.0002545],[0.9464514],[0.00311849],[0.00040003],[0.00329343],[0.00322688],[0.00388533],[0.08526592],[0.00985774]
[0.01897154],[0.00640469],[0.00681212],[0.96386697],[0.00068507],[0.05503732],[0.00035506],[0.00676703],[0.00157189],[0.00031276]
[0.12908285],[0.00027902],[0.00041566],[0.00415717],[0.00115055],[0.01565429],[0.00058982],[0.97175879],[0.00279431],[0.01305241]
[0.00012999],[0.96263371],[0.05376841],[0.04335095],[0.00452102],[0.00158043],[0.00399614],[0.1114848],[0.00713422],[0.00236698]
[0.00073058],[0.00176661],[0.00056108],[0.00189538],[0.10792921],[0.02629942],[0.01458365],[0.0091641],[0.06228754],[0.92515929]
[0.00805585],[0.00205444],[0.98683453],[0.03207714],[0.00742809],[0.00076494],[0.0075805],[0.00275003],[0.01514189],[0.00018891]
[0.06321706],[0.00270983],[0.92735035],[0.00230037],[0.0138143],[0.00225891],[0.03775299],[0.00110966],[0.00993666],[0.00248468]
[0.03608724],[0.00128593],[0.00169051],[0.14460581],[0.0142815],[0.95824809],[0.00113355],[0.00145578],[0.00430031],[0.00114668]
[0.00953264],[0.00667893],[0.0021917],[0.98485089],[0.00331366],[0.02022361],[0.00018647],[0.01298326],[0.00354836],[0.00235952]
[0.00691441],[0.00355039],[0.06037939],[0.18711047],[0.00165991],[0.00116086],[1.38218999e-05],[0.96650532],[0.00165757],[0.05345861]
[0.00324819],[0.23840417],[0.02555608],[0.06440507],[0.00136572],[0.00268497],[0.00053847],[0.01522197],[0.80385165],[0.00166398]
[0.97901786],[0.00012428],[0.00378769],[0.01879697],[0.00075734],[0.03900526],[0.00813932],[0.0083788],[0.0022034],[0.00138103]
[0.00033021],[0.96919575],[0.04368185],[0.01134271],[0.00249102],[0.00347995],[0.0227589],[0.02104076],[0.00975967],[0.00099947]
[0.00506044],[0.00312306],[0.99385661],[0.00857152],[0.00271916],[0.00087265],[0.01639668],[0.00163359],[0.03529968],[0.00194327]
[0.00822708],[0.0063443],[0.00376745],[0.98766296],[0.0091307],[0.01094981],[0.00018193],[0.01535566],[0.00347381],[0.00291849]
[0.00138682],[0.00077793],[0.00193964],[0.00028114],[0.9376831],[0.04453398],[0.01166161],[0.02519718],[0.0079056],[0.07225165]
[0.00976918],[0.00061355],[0.00100855],[0.01036184],[0.00508804],[0.0194697],[0.00020082],[0.97566183],[0.00786323],[0.02587035]
[0.00890775],[0.00081892],[0.01210622],[0.00520777],[0.00942628],[0.06988317],[0.00261945],[0.00061019],[0.95533853],[0.05139554]
[0.00203767],[0.00082125],[0.00134181],[0.00030752],[0.05295707],[0.00029396],[0.0061863],[0.17434281],[0.01057234],[0.9229489]
[0.96121563],[0.00019021],[0.00540482],[0.02838353],[0.00069773],[0.037162],[0.01031348],[0.00564382],[0.00047658],[0.00193317]
[0.00064199],[0.94052971],[0.0738999],[0.01113575],[0.0064546],[0.01156151],[0.00499259],[0.01160193],[0.04003864],[0.00052885]
[0.03367897],[0.00078607],[0.97787649],[0.01504691],[0.00125214],[0.00051386],[0.01824069],[0.00205658],[0.00866541],[0.0116884]
[0.00721968],[0.00585693],[0.01491384],[0.87000061],[0.00046122],[0.00756757],[0.00032922],[0.00820587],[0.04242141],[0.02774848]
[0.02150297],[0.00014479],[0.01080234],[0.00017341],[0.98683671],[0.020076],[0.02658016],[0.01689698],[0.01279571],[0.00464503]
[0.07016303],[0.00038858],[0.00158726],[0.00417674],[0.00250632],[0.00776124],[0.00017113],[0.9910636],[0.00671708],[0.00804989]
[0.01244376],[0.00074788],[0.00979097],[0.00077307],[0.01360287],[0.03223178],[0.00695692],[0.00036474],[0.96465093],[0.16972983]
[0.0298371],[8.07218228e-05],[0.00167347],[0.00027925],[0.05969527],[0.02060155],[0.01126752],[0.05330356],[0.01288154],[0.27639164]
[0.99234056],[0.00022182],[0.00280435],[0.01919735],[0.00143436],[0.05152377],[0.00207589],[0.01643075],[0.00166851],[0.00072552]
[0.00026844],[0.95799247],[0.08508333],[0.01168355],[0.00942088],[0.00886106],[0.00312005],[0.03611799],[0.01665493],[0.00050003]
[0.2072447],[0.00016355],[0.0004064],[0.00288164],[0.01318954],[0.00194852],[0.00062553],[0.9832026],[0.00239344],[0.02287205]
[0.03925239],[0.00027706],[0.01400192],[0.00029582],[0.01359267],[0.01707296],[0.00811353],[0.0004543],[0.91738667],[0.19718309]
[0.00434294],[0.00022665],[0.00299256],[0.00045915],[0.06833662],[0.00641789],[0.00941025],[0.03591793],[0.0299567],[0.81255245]
[0.00232171],[0.00683303],[0.01322057],[0.00624502],[0.01357891],[0.07599571],[0.00245579],[0.00116538],[0.93357535],[0.0264995]
[0.00050012],[0.00101809],[0.00057709],[0.00029494],[0.0634158],[0.00054572],[0.00958704],[0.05895401],[0.01505736],[0.9602738]
[0.01824827],[0.00095806],[0.98155662],[0.01437884],[0.00161614],[0.00068679],[0.01188356],[0.00284364],[0.01285916],[0.00744984]
[0.01322185],[0.00176333],[0.05564681],[6.15963517e-05],[0.00968863],[0.02412364],[0.98245508],[0.00098012],[0.00060961],[0.0062784]
[0.0002318],[0.97292508],[0.0472811],[0.01807887],[0.00699616],[0.0089362],[0.00432317],[0.03515412],[0.0115703],[0.0007933]
[0.00453878],[0.01931841],[0.03060822],[0.96208086],[0.00074148],[0.00290444],[0.00025762],[0.01095296],[0.01802036],[0.01264554]
[0.02234338],[0.00370224],[0.00044036],[0.11799446],[0.0380308],[0.93651056],[0.00618769],[0.00072588],[0.00295107],[0.00387924]
[0.02086923],[0.00011214],[0.00234982],[0.00019397],[0.76311137],[0.01133601],[0.03074712],[0.01093156],[0.00646797],[0.09740369]
[0.01086877],[0.00089888],[0.01156998],[0.00693533],[0.01578219],[0.07211779],[0.00132764],[0.00336124],[0.50446782],[0.08473196]
[0.03220399],[0.00045589],[0.97216036],[0.02470427],[0.00024396],[0.0063771],[0.00788893],[0.00216566],[0.04337663],[0.00175227]
[0.05105709],[0.00114041],[0.02368836],[5.01479277e-05],[0.00447112],[0.05519751],[0.94017031],[0.00021064],[0.01347726],[0.00559476]
[0.00336503],[0.00073334],[0.00167146],[0.00022698],[0.97822572],[0.03478977],[0.0254773],[0.02086],[0.00373389],[0.02555703]
[0.01637383],[0.0102488],[0.00274467],[0.9752862],[0.00021262],[0.03828689],[0.000626],[0.01269922],[0.00099003],[0.00148204]
[0.00841416],[0.00033774],[0.00154259],[6.5720111e-05],[0.96646025],[0.01794742],[0.04659063],[0.01416845],[0.0078125],[0.05426177]
[0.01320185],[0.2157801],[0.00461461],[0.05548223],[0.02885648],[0.85202719],[0.00755607],[0.00493033],[0.02018142],[0.00013559]
[0.00202071],[0.0003285],[0.00072705],[0.00080537],[0.04242023],[0.00202317],[0.00646159],[0.06281536],[0.0119525],[0.92554422]
[0.00675786],[0.00543134],[0.99074441],[0.01102203],[0.00539217],[0.00055493],[0.01424035],[0.00255257],[0.02327315],[0.00091224]
[0.98940102],[9.83202991e-05],[0.00548701],[0.02343523],[0.00060069],[0.03229681],[0.00604414],[0.00632191],[0.00284524],[0.0008931]
[0.00192589],[0.00740773],[0.0017499],[0.49738287],[0.00438396],[0.01056969],[8.59190625e-05],[0.09167855],[0.13055427],[0.19570862]
[0.000539],[0.00104991],[0.00047547],[0.00210988],[0.06070062],[0.00575923],[0.00883753],[0.0110656],[0.04139831],[0.97862213]
[0.02134899],[7.93830399e-05],[0.0010312],[0.00038911],[0.74863988],[0.01221146],[0.0329708],[0.0300098],[0.01336895],[0.15504988]
[0.00124074],[0.00052381],[9.4507535e-05],[0.02560781],[0.05759852],[0.03249254],[0.00317646],[0.03146807],[0.02656724],[0.7551244]
[0.00164915],[0.01744264],[0.02717049],[0.01327383],[0.00091088],[0.00181239],[3.14945464e-05],[0.8971],[0.01567167],[0.0895031]
[0.00988469],[0.0235283],[0.00517966],[0.9825403],[0.00164821],[0.02826139],[0.00052143],[0.01145171],[0.00098981],[0.00036166]
[0.00702573],[0.01456924],[0.00957869],[0.12161839],[0.00031526],[0.02739052],[0.00010528],[0.03020156],[0.95599593],[0.00291507]
[0.02083345],[0.00048916],[0.00097355],[0.00250659],[0.00552012],[0.00388166],[0.00031531],[0.97626117],[0.00995879],[0.0851124]
[0.02186742],[0.00010464],[0.00200898],[7.40580891e-05],[0.94188261],[0.02339809],[0.03946489],[0.0139368],[0.00655553],[0.05119462]
[0.00883086],[0.00034826],[0.00135926],[7.66211254e-05],[0.89479071],[0.03470929],[0.0389346],[0.01170134],[0.00596614],[0.08088268]
[0.00032689],[0.00311661],[0.00020089],[0.01133448],[0.018601],[0.009375],[0.00257116],[0.02322083],[0.06394755],[0.97118021]
[0.00178111],[0.00211906],[0.00433375],[0.00423655],[0.0229446],[0.06439463],[0.00168216],[0.00365088],[0.78875244],[0.38607745]
[0.01649585],[0.00252623],[0.00064776],[0.04412171],[0.01081307],[0.96479411],[0.00200924],[0.003851],[0.01094468],[0.00484965]
[0.0130971],[0.00072295],[0.00932243],[0.00221187],[0.01660625],[0.07215571],[0.00561101],[0.00023325],[0.97074227],[0.1167405]
[0.00301388],[0.00860369],[0.9951129],[0.00612843],[0.01894662],[0.00076901],[0.01988986],[0.00132175],[0.04639974],[0.00152158]
[0.00660179],[0.00735418],[0.00954618],[0.00105451],[0.00537553],[0.03659214],[0.98476584],[8.95423546e-05],[0.01429386],[0.02142336]
[0.0032785],[0.00805744],[0.01665219],[7.80402672e-05],[0.01032499],[0.01337005],[0.99219161],[0.00013368],[0.00758519],[0.03380037]
[0.06184994],[0.00093957],[0.97604466],[0.00255016],[0.00259379],[0.000302],[0.05065169],[0.00282458],[0.00876701],[0.00798111]
[0.01749915],[0.00510655],[0.01372543],[0.97758876],[0.0054575],[0.00359901],[0.00044255],[0.00463022],[0.0130963],[0.00283371]
[0.00020312],[0.96535287],[0.05076822],[0.01045844],[0.00878074],[0.00915039],[0.00491843],[0.02465184],[0.02088357],[0.00079358]
[0.02657455],[0.00418558],[0.03416268],[0.95672871],[0.00368425],[0.01864328],[0.00173789],[0.00142479],[0.00852021],[0.00053263]
[0.03500957],[0.00082916],[0.98104419],[0.00331087],[0.00149033],[0.00105586],[0.02623544],[0.00149063],[0.04068172],[0.0045505]
[0.10664215],[0.00035229],[0.0001721],[0.00247825],[0.00908117],[0.003835],[0.00138915],[0.97373013],[0.00508611],[0.03696432]
[0.02093559],[0.00330524],[0.00137412],[0.8740598],[0.00036795],[0.00530188],[0.00022666],[0.03514525],[0.00565188],[0.04574112]
[0.0002283],[0.97549186],[0.06326852],[0.01038359],[0.00729782],[0.00978941],[0.004237],[0.0445482],[0.00779198],[0.00047898]
[0.00115634],[0.00055206],[0.00027492],[0.00506276],[0.04071515],[0.00352463],[0.00461442],[0.04130009],[0.0193674],[0.96549227]
[0.98694503],[9.61092771e-05],[0.01091038],[0.00338525],[0.00053851],[0.03881633],[0.00550569],[0.01417826],[0.00177519],[0.00049333]
[0.00025945],[0.90425983],[0.05493],[0.01639412],[0.02136264],[0.0149293],[0.00267384],[0.00991923],[0.1253303],[0.00121633]
[0.00054137],[0.74680514],[0.10638594],[0.01974456],[0.02070692],[0.00535619],[0.00212025],[0.00946509],[0.17201047],[0.00233862]
[0.01084594],[0.00372078],[0.06424493],[0.91467033],[0.00027908],[0.00789049],[0.00089813],[0.0033839],[0.01542178],[0.02683337]
[0.02225183],[0.07382582],[0.00924639],[0.12186153],[0.03611985],[0.88608392],[0.00306253],[0.00515031],[0.01189897],[0.00014061]
[0.98058444],[0.00035688],[0.00492571],[0.00444837],[0.00108651],[0.11570402],[0.00512866],[0.02148409],[0.0023805],[0.00041998]
[0.008811],[0.00070583],[0.00385721],[0.00243182],[0.00338522],[0.00364825],[0.00024727],[0.96688359],[0.00481155],[0.10486516]
[0.0091125],[0.00125147],[0.01630198],[0.00568554],[0.00972401],[0.09141065],[0.00269495],[0.00033008],[0.97841961],[0.02226879]
[0.00026023],[0.90899824],[0.08542411],[0.01264808],[0.01294124],[0.00649243],[0.00315849],[0.03497232],[0.02857132],[0.0010975]
[0.0593029],[0.00099433],[0.00198279],[0.23769524],[0.00475727],[0.95844148],[0.00151468],[0.00244947],[0.00383675],[0.00139902]
[0.00019028],[0.96793736],[0.03606423],[0.02054562],[0.00728097],[0.0069916],[0.0055578],[0.0173252],[0.02163568],[0.001191]
[0.00785506],[0.00045542],[0.00160905],[0.00010832],[0.98580297],[0.02995927],[0.06929112],[0.00625126],[0.01130236],[0.02498322]
[0.0053119],[0.00222516],[0.0649583],[2.08599413e-05],[0.00973331],[0.00862571],[0.98803143],[0.00045006],[0.00173233],[0.01262807]
[0.95738057],[0.0001341],[0.03675245],[0.00291736],[0.00106308],[0.02983],[0.00264063],[0.00313843],[0.00331141],[0.00023028]
[0.96276686],[0.00010554],[0.02539013],[0.00847647],[0.00048934],[0.02290049],[0.0124712],[0.00537952],[0.00053202],[0.00074887]
[0.01326751],[0.00046262],[0.00730195],[5.78072096e-05],[0.97820438],[0.02232438],[0.04669903],[0.01637462],[0.01859324],[0.00993452]
[0.00103901],[0.00068376],[0.00054744],[0.00097197],[0.08940947],[0.00174492],[0.00877355],[0.04658605],[0.00959964],[0.93423651]
[0.000173],[0.91832497],[0.10850086],[0.00634213],[0.02268302],[0.0070015],[0.00403515],[0.04346775],[0.01648748],[0.00087438]
[0.02189001],[0.00152086],[0.05664181],[9.85086802e-06],[0.00339585],[0.01090898],[0.97985936],[0.00029789],[0.00152187],[0.0179586]
[0.00924622],[0.00265295],[0.04387455],[1.66844044e-05],[0.00697981],[0.01695573],[0.98811626],[0.00032058],[0.00097024],[0.01276687]
[0.00280408],[0.0011648],[0.00073975],[0.0001447],[0.15027654],[0.01200733],[0.01141639],[0.10658877],[0.00428294],[0.47264582]
[0.99021613],[0.0001987],[0.0097664],[0.01466563],[0.00067799],[0.03466515],[0.00678162],[0.01053306],[0.00106913],[0.00048973]
[0.03475461],[0.00085772],[0.00387167],[0.00506562],[0.00242678],[0.00308183],[0.00011005],[0.99180801],[0.01283167],[0.01601563]
[0.01961511],[0.001223],[0.12260524],[1.39634426e-05],[0.00444412],[0.01019022],[0.95049335],[0.000368],[0.00108501],[0.01418368]
[0.00050939],[0.89355506],[0.05888021],[0.02417287],[0.01095564],[0.01287928],[0.00247489],[0.00917899],[0.08845255],[0.0017526]
[0.00067062],[0.74389012],[0.08686163],[0.02890933],[0.01574381],[0.01061344],[0.00230228],[0.00469724],[0.17241007],[0.002648]
[0.96055725],[0.00065514],[0.00276518],[0.01302461],[0.01736104],[0.29604108],[0.00537807],[0.00982195],[0.00236243],[0.00029026]
